9.4052893283,43.0270833664
9.4062500222,43.0280348427
9.4072916889,43.0280322207
9.4082431652,43.0270833664
9.4083333556,43.026993176
9.4092725762,43.0260416997
9.4093750223,43.0259392536
9.4103175278,43.025000033
9.4103328212,43.0239583664
9.4103508416,43.0229166997
9.4103695532,43.021875033
9.4104021026,43.0208333663
9.4104166889,43.0198713897
9.4106311487,43.0197916997
9.4105698757,43.018750033
9.4114583556,43.0186413699
9.4125000223,43.0185187338
9.4130294289,43.0177083663
9.4135416889,43.0167897008
9.413709193,43.0166666997
9.4145833556,43.0157881224
9.4156250223,43.0156442785
9.4156718387,43.015625033
9.4163773372,43.0145833663
9.4166666889,43.0136794407
9.4167245593,43.0135416997
9.4177083556,43.0128765981
9.4187500223,43.0131472939
9.4194850511,43.0135416997
9.419791689,43.0137902377
9.4208333556,43.0137839796
9.4218750223,43.0138649396
9.422916689,43.0138698817
9.4239583556,43.0136729121
9.4250000223,43.0137250097
9.426041689,43.0137090357
9.4268076205,43.0135416997
9.4270833556,43.0133513444
9.4281250223,43.0128391803
9.4287227,43.012500033
9.429166689,43.0123079526
9.4302083557,43.0120161781
9.4311720596,43.0114583663
9.4312500223,43.0113735246
9.432291689,43.0109332285
9.4329272822,43.0104166996
9.4329752827,43.009375033
9.4333333557,43.0088768446
9.4339743815,43.0083333663
9.4343750223,43.0080051099
9.4348402048,43.0072916996
9.435416689,43.0063728497
9.4355248622,43.006250033
9.4364583557,43.005212818
9.4364638095,43.0052083663
9.4369414471,43.0041666996
9.4375000223,43.0038173793
9.438541689,43.0037014492
9.4395270494,43.003125033
9.4395833557,43.0030998947
9.4406250224,43.0030638823
9.4415655563,43.0020833663
9.441666689,43.0020335258
9.4427083557,43.0019741961
9.4437236093,43.0010416996
9.4437500224,43.0010287597
9.4442129841,43.0010416996
9.444791689,43.0013194784
9.4458333557,43.0010932107
9.4459520267,43.0010416996
9.4468750224,43.0005588073
9.447916689,43.000136326
9.4489583557,43.0000229626
9.4500000224,43.0001998875
9.4506610806,43.0000000329
9.4510416891,42.9998454109
9.4520833557,42.9998801699
9.4531250224,42.9998027127
9.4541666891,42.9997514047
9.4552083557,42.9993819771
9.4561934981,42.9989583663
9.4562500224,42.9988920787
9.4572916891,42.9985306095
9.4583333557,42.9985046788
9.4593750224,42.9979921143
9.4599923047,42.9979166996
9.4604166891,42.99782576
9.4614583558,42.9975668856
9.4625000224,42.9970393103
9.4635416891,42.9969701225
9.4645833558,42.9969843794
9.4656250224,42.997676316
9.4658552849,42.9979166996
9.4666359012,42.9989583663
9.4666666891,42.9990087691
9.4677083558,42.9999475123
9.4677503017,43.0000000329
9.4687500224,43.0008919992
9.469146848,43.0010416996
9.4697916891,43.0012543956
9.4708333558,43.0015601327
9.4718750225,43.0018048149
9.4729166891,43.0018635062
9.4739583558,43.0017614339
9.4750000225,43.0017730825
9.4760416891,43.001833162
9.4770833558,43.0015847486
9.4774459614,43.0010416996
9.4774590388,43.0000000329
9.4781250225,42.9994943275
9.4790220127,42.9989583663
9.4785661995,42.9979166996
9.4781250225,42.9976214236
9.4770833558,42.9973274744
9.4762050876,42.9968750329
9.4761307208,42.9958333663
9.4760416891,42.9954327241
9.4758643844,42.9947916996
9.4754567533,42.9937500329
9.4753380465,42.9927083663
9.4752517592,42.9916666996
9.4750000225,42.9906250329
9.4750000225,42.9906250329
9.4749256184,42.9895833662
9.4748652179,42.9885416996
9.4750000225,42.9882320139
9.475202137,42.9875000329
9.4756696656,42.9864583662
9.4758629411,42.9854166996
9.4758114867,42.9843750329
9.4755578546,42.9833333662
9.4752966079,42.9822916996
9.4750000225,42.9819606271
9.4742235065,42.9822916996
9.4739583558,42.9824942452
9.4739571317,42.9822916996
9.4736642384,42.9812500329
9.4739583558,42.9806913739
9.4748496794,42.9802083662
9.4746041893,42.9791666995
9.4739583558,42.9783093992
9.4738406529,42.9781250329
9.4733823752,42.9770833662
9.4731944668,42.9760416995
9.4729166891,42.9756992339
9.4725546916,42.9750000329
9.4718750225,42.9740873337
9.4717460549,42.9739583662
9.4715257931,42.9729166995
9.4713251299,42.9718750329
9.4709953923,42.9708333662
9.4711556392,42.9697916995
9.4708333558,42.9690972559
9.4707054315,42.9687500328
9.4706018743,42.9677083662
9.470813194,42.9666666995
9.4704462503,42.9656250328
9.4700419601,42.9645833662
9.4697916891,42.9637804154
9.4697121169,42.9635416995
9.4697916891,42.9633626624
9.4705181153,42.9625000328
9.4703484419,42.9614583662
9.4708333558,42.9607806557
9.471176633,42.9604166995
9.4713015205,42.9593750328
9.4708333558,42.9586805895
9.4706866416,42.9583333661
9.4705729391,42.9572916995
9.4708333558,42.9566358361
9.4709028005,42.9562500328
9.4708440216,42.9552083661
9.4708333558,42.9551871072
9.4701258086,42.9541666995
9.4699481835,42.9531250328
9.4700260644,42.9520833661
9.4697916891,42.9516927406
9.4694405657,42.9510416995
9.4695554745,42.9500000328
9.4696406318,42.9489583661
9.4697916891,42.9487446911
9.470424859,42.9479166994
9.4708333558,42.9474702708
9.4718254193,42.9468750328
9.4718750225,42.9458333661
9.4718750225,42.9458333661
9.4722426695,42.9447916994
9.4724062727,42.9437500328
9.4723140719,42.9427083661
9.4721510191,42.9416666994
9.4726562723,42.9406250328
9.4729013707,42.9395833661
9.4729166891,42.9395629415
9.4735878662,42.9385416994
9.4739583558,42.9379501356
9.4747126662,42.9375000327
9.4750000225,42.9369791994
9.4752451204,42.9364583661
9.475578726,42.9354166994
9.4760416891,42.9345238427
9.4760825389,42.9343750327
9.4762735668,42.9333333661
9.4761921101,42.9322916994
9.4763021056,42.9312500327
9.476362202,42.9302083661
9.476362202,42.9291666994
9.4763021055,42.9281250327
9.476614606,42.927083366
