lon,lat,lonmid,latmid,UPWdays,DNWdays
10.3606219842,37.197916681,10.3083333585,37.170706317,12.1240079365,5.5109126984
10.2568673087,37.1427083475,10.2541666916,37.0866145961,4.1646825397,12.7926587302
10.2423257044,37.0343750139,10.3395833586,36.9268353337,7.2271825397,19.6081349206
10.4234747289,36.8062500131,10.4906250257,36.7842882054,0.246031746,5.8948412698
10.5354166925,36.8105902946,10.5552083593,36.8444929068,1.8005952381,1.5109126984
10.5802083593,36.8754422305,10.7469791922,36.9197916802,0.2797619048,6.6240079365
10.8729166936,37.0132515966,10.9505787309,37.0625000139,0.9642857143,14.4871031746
11.0489583608,37.092383894,11.1032713775,36.9791666803,8.943452381,20.0297619048
11.1497859071,36.85729168,11.0750000276,36.8011679428,1.503968254,0.7668650794
11.0104403688,36.7343750129,10.9185299569,36.6031250125,4.5188492063,7.3452380952
10.8416666935,36.4624566082,10.6908999109,36.4093750119,1.2509920635,3.8630952381
10.5545015145,36.3510416783,10.5050494606,36.2583333447,0.3878968254,4.7886904762
10.4853150658,36.140625011,10.5525793913,35.9833333438,6.5267857143,13.1130952381
10.6541666929,35.8567057394,10.7164062764,35.8135416766,8.4305555556,8.7341269841
10.7979166934,35.8019239048,10.850766898,35.7854166765,8.6944444444,10.7371031746
10.9083333604,35.7514285804,10.9723732153,35.7781250098,6.0783730159,0.5823412698
11.0133170197,35.8270833433,11.114583361,35.8223125081,6.3224206349,5.9563492063
11.1992938141,35.8083333433,11.1697916946,35.8054658333,7.6994047619,10.1339285714
11.1218750277,35.8100877279,11.0693256842,35.7677083431,1.2946428571,11.9761904762
11.0406250275,35.7132812617,11.0535156519,35.6687500095,7.2609126984,10.3343253968
11.092708361,35.6524801677,11.0843750276,35.5941907164,3.0922619048,12.3968253968
11.092708361,35.5484454007,11.0801389175,35.4427083421,2.2688492063,10.5238095238
11.0677083609,35.3351488178,11.1849195361,35.2458333415,6.496031746,8.6686507937
11.3026785977,35.1593750079,11.3864583619,35.1725996463,7.8591269841,1.0515873016
11.4791666955,35.1854166746,11.4902462345,35.209375008,7.003968254,4.2261904762
11.5214791946,35.1854166746,11.5821800864,35.1677083412,7.7658730159,4.5694444444
11.6471831271,35.1541666745,11.6562500294,35.1307725741,10.0079365079,9.7827380952
11.6906250296,35.1264989924,11.6572916961,35.1013020951,0.7232142857,13.564484127
11.6250000293,35.0975260524,11.6812500295,35.0645833409,10.8244047619,11.8660714286
11.7229166963,35.0241421645,11.7510416964,34.9622459411,11.4871031746,14.5297619048
11.7916666965,34.9245392712,11.7735416991,34.8947916737,9.5863095238,19.4345238095
11.7857639261,34.8708333403,11.83750003,34.8682518189,10.3244047619,1.7609126984
11.8666666968,34.8639322996,11.8635416968,34.8478588019,12.5357142857,12.4017857143
11.8802083635,34.8265625068,11.8492187801,34.8052083401,1.2043650794,14.2976190476
11.8321314379,34.8177083401,11.7180000284,34.7750000066,0.6696428571,20.3740079365
11.5843750292,34.6430253678,11.525000029,34.6005787088,0.4494047619,22.1666666667
11.4340476463,34.575000006,11.4854166956,34.5972815099,19.0833333333,0.5238095238
11.5270833624,34.6272253874,11.4010416953,34.6160967032,0.5902777778,21.4474206349
11.2656250282,34.5974158719,11.1281250278,34.5244791725,0.6299603175,24.7589285714
11.0125000274,34.4372767909,10.8645833602,34.4684695574,1.0297619048,26.7113095238
10.7145833598,34.4993055613,10.6291666928,34.4639925443,0.2767857143,24.7648809524
10.4968750257,34.4182624176,10.4760912966,34.3781250054,1.4543650794,13.0932539683
10.4812500257,34.3471653056,10.4711309861,34.3416666719,0.3154761905,25.3402777778
10.4531250256,34.3140625051,10.4437500256,34.2510416716,3.6150793651,10.0863095238
10.4479166922,34.2018849218,10.4615451666,34.1718750047,10.2906746032,4.5892857143
10.4606399096,34.1229166712,10.3715545131,34.1197916712,0.3323412698,34.8035714286
10.2906250251,34.060416671,10.265625025,34.0500000043,0.8650793651,29.3799603175
10.2395833582,34.0850961536,10.3375000252,34.0359375043,21.9305555556,1.4722222222
10.3613426154,33.940625004,10.3291666919,33.9514136904,0.4444444444,34.5357142857
10.2958333584,33.957812504,10.2611111361,33.9770833374,0.6607142857,32.5902777778
10.2464364301,33.9708333374,10.2385416916,33.9463541706,0.4791666667,23.75
10.2427083583,33.920629533,10.2413580504,33.8958333371,0.4513888889,25.3839285714
10.2250000249,33.8625000037,10.3289486684,33.7864583368,16.7371031746,1.2410714286
10.4104166921,33.7689670142,10.5000000257,33.8057291702,21.5416666667,0.375
10.5791666927,33.8656250037,10.6067307983,33.9302083373,13.1329365079,2.2311507937
10.6322048859,34.0187500042,10.6463541929,34.0343750043,8.7648809524,6.5158730159
10.6499198963,34.057291671,10.6978219944,34.0625000043,29.1765873016,0.4007936508
10.7645833599,34.074479171,10.8135416934,34.0641203723,26.1875,0.5158730159
10.8864583603,34.0552083377,10.9958333607,33.9486111151,14.0863095238,3.5436507937
11.1193182104,33.8593750037,11.1290123702,33.7614583367,4.2400793651,14.0466269841
11.1406250278,33.663958368,11.212284512,33.5916666995,16.943452381,4.1468253968
11.2854166949,33.5187500326,11.5042014185,33.4250000323,24.3968253968,1.3601190476
11.6930443863,33.337500032,11.7500926243,33.2406250317,11.435515873,4.8998015873
11.83437503,33.1572916981,12.0354166973,33.012287445,13.3978174603,1.9007936508
12.2697916981,32.8840608774,12.4302083653,32.8360327367,24.5079365079,0.9682539683
12.5968750325,32.8080044167,12.7468750329,32.8095885395,27.0654761905,0.7331349206
12.8979167001,32.8236559441,13.076832741,32.8729166972,24.1765873016,0.626984127
13.2302083678,32.9442286347,13.3783144006,32.9229166974,20.4077380952,2.7261904762
13.5010416704,32.863060925,13.5760416707,32.8239412868,20.433531746,3.5634920635
13.6625000043,32.8074682513,13.7447916712,32.819068557,20.1676587302,2.314484127
13.8166666714,32.8295886381,13.9197916718,32.8149128701,17.2073412698,5.0793650794
13.9940304536,32.7718750302,14.0854166723,32.7491515755,14.6617063492,3.9404761905
14.2066346212,32.7270833634,14.3500000065,32.6611645602,16.681547619,10.2777777778
14.4565903532,32.5656250296,14.5656250072,32.5196686649,8.8273809524,4.3998015873
14.695713806,32.482291696,14.8875000082,32.4635347513,10.1279761905,3.2123015873
15.0895182367,32.4427083625,15.2135416759,32.4057087704,14.2123015873,7.6468253968
15.3228501855,32.3458333622,15.4010416765,32.2143055835,9.0267857143,13.625
15.4531004996,32.0697916946,15.4316171546,32.0833333613,8.7648809524,12.7400793651
15.4031250098,32.1061508225,15.4023080175,32.0760416947,4.5555555556,15.0783730159
15.4104166765,32.0438151333,15.4406798356,32.0479166946,14.3005952381,1.875
15.4666666767,32.0356771112,15.4669791759,31.9843750277,1.0426587302,18.7242063492
15.4312500099,31.9641666927,15.4906250101,31.9204206258,12.933531746,6.4801587302
15.5491208727,31.8552083606,15.5239583436,31.8532313182,4.6369047619,15.0704365079
15.4940188275,31.8625000273,15.4952818722,31.8270833605,2.0515873016,15.6220238095
15.4840416771,31.8010416938,15.5416666769,31.7464699354,11.3630952381,5.9077380952
15.5972450768,31.7052083601,15.6549019723,31.6135416932,10.9523809524,7.0734126984
15.7276041775,31.5552083597,15.7135416775,31.5263889107,0.5972222222,24.998015873
15.6958333441,31.5055803792,15.7958333444,31.4758772187,11.1349206349,5.6458333333
15.872916678,31.4181090014,15.967708345,31.3619791924,11.4831349206,4.8244047619
16.070610132,31.3229166922,16.1229166788,31.3150607925,10.6478174603,4.816468254
16.1605096835,31.2791666921,16.2635416793,31.25399099,13.7936507937,1.9017857143
16.3553895086,31.2395833586,16.3949428896,31.2583333587,19.244047619,0.9384920635
16.4268371356,31.2812500254,16.4352884747,31.244791692,2.6507936508,18.0972222222
16.4437500132,31.2241772854,16.5208333467,31.2461979418,16.9246031746,0.7371031746
16.5811663757,31.2895833588,16.5687500136,31.3165441443,9.8452380952,6.9186507937
16.5666666802,31.3346955396,16.6181187,31.3052083589,6.2470238095,11.380952381
16.6333333471,31.2470561846,16.6584119641,31.2708333587,18.3680555556,1.3640873016
16.6760416806,31.2989486234,16.7677083475,31.229126627,9.5466269841,5.4176587302
16.8303977418,31.2156250252,16.8479166811,31.2368812132,11.9424603175,2.1676587302
16.8784873338,31.2250000253,16.8625000145,31.2113852592,0.8224206349,20.6448412698
16.8497054446,31.1979166918,16.9598081831,31.1843750251,11.5813492063,2.5882936508
17.0177083483,31.1966049651,17.0302083484,31.2237857744,15.2430555556,0.876984127
17.0583333485,31.2279207762,17.0674616378,31.1906250252,2.4603174603,19.5704365079
17.0458333484,31.1704806939,17.0654762054,31.153125025,9.621031746,5.2311507937
17.1020833486,31.1481250249,17.0972460201,31.1645833584,11.3670634921,6.0029761905
17.0882585099,31.1781250251,17.175760597,31.137500025,8.9027777778,6.0257936508
17.2770833492,31.110784958,17.3739583495,31.0961214788,9.2013888889,4.5515873016
17.4469846661,31.0947916915,17.4357639015,31.0854166915,0.7450396825,19.2827380952
17.4166666829,31.0819010572,17.438541683,31.1091235892,13.4811507937,0.8948412698
17.4770833498,31.1109498275,17.495776271,31.0812500248,2.7390873016,21.6140873016
17.4958333499,31.0521577645,17.7187500172,30.9745098291,6.2589285714,5.0982142857
17.920986537,30.9010416909,17.9239583512,30.8754379981,3.0327380952,23.5367063492
17.9365833502,30.8958333575,18.0906250184,30.8430989824,4.9037698413,8.7023809524
18.2479456214,30.7854166905,18.2846795057,30.7260416903,2.1001984127,28.9345238095
18.3250000192,30.6773212184,18.3937500194,30.639338259,2.9246031746,18.4375
18.4489583529,30.5923156868,18.7231060814,30.4354166894,1.8363095238,12.8373015873
19.0260416881,30.3119281258,19.1687500219,30.3174845265,5.1646825397,2.4573412698
19.3202621179,30.3312500224,19.3375000224,30.3483724167,1.8412698413,52.8878968254
19.3385416891,30.3244092277,19.4854166896,30.3885285033,15.1617063492,0.6001984127
19.6131205906,30.4593750228,19.6302083567,30.4781448646,30.6706349206,0.7093253968
19.6364583567,30.5049342357,19.6572916901,30.5160714498,2.2599206349,15.5962301587
19.6974315305,30.5052083563,19.727083357,30.5348750226,26.5456349206,0.6984126984
19.7552083571,30.5561756163,19.7710007683,30.6041666899,34.1468253968,0.8531746032
19.8097005442,30.6364583567,19.7958333572,30.6416501553,18.7301587302,3.2113095238
19.7770833572,30.6469136045,19.7868203547,30.6645833568,49.0615079365,1.308531746
19.7968750239,30.6807358674,19.8125000239,30.6520833568,2.2371031746,43.5138888889
19.8464166921,30.6531250234,19.8760416908,30.6812500235,30.2906746032,0.8095238095
19.8978448524,30.7125000236,19.8666666908,30.7239438891,7.7708333333,5.248015873
19.8344308277,30.7218750237,19.8552083574,30.7660370605,25.4662698413,0.746031746
19.9010416909,30.7801432517,19.9165123667,30.7531250238,2.1656746032,48.9930555556
19.933067399,30.7625000238,20.0093750246,30.8444546792,29.6547619048,0.9573412698
20.0605360496,30.9489583577,20.069055341,30.9927083579,38.4593253968,1.1349206349
20.0864583582,31.028684439,20.0738095466,31.0354166913,23.3303571429,2.4841269841
20.0548997158,31.045833358,20.071130976,31.0677083581,32.8204365079,0.9801587302
20.081967618,31.0947916915,20.0770833581,31.1254536541,44.6686507937,1.5704365079
20.0690796657,31.1510416917,20.0726852108,31.1885416918,44.6507936508,1.4007936508
20.0635416914,31.222355796,20.0510416914,31.2594751844,43.691468254,1.9305555556
20.0303048073,31.2885416921,19.9958333579,31.3409179946,41.9950396825,2.1329365079
19.9677083578,31.3932639156,19.9693576661,31.4208333592,30.5178571429,2.556547619
19.937866014,31.4239583592,19.9395833577,31.447821994,11.7569444444,1.0317460317
19.9458333577,31.4514093363,19.9169730645,31.5197916929,53.3005952381,2.1517857143
19.8968750242,31.5866536769,19.9062500242,31.6033088502,45.2212301587,1.119047619
19.9135416909,31.6214781998,19.8957880667,31.6312500266,40.8541666667,2.5277777778
19.8947916909,31.6482040503,19.8989583576,31.664043236,2.2311507937,43.1984126984
19.8958333575,31.6837141845,19.8703125241,31.7062500268,43.8075396825,2.4097222222
19.8604166908,31.7425271978,19.8611155305,31.7770833604,52.244047619,1.9126984127
19.855879019,31.8093750271,19.8625000241,31.8558981128,48.4900793651,1.566468254
19.8807291908,31.8979166941,19.8775749309,31.9229166942,50.9027777778,1.9791666667
19.8790668053,31.9489583609,19.9531250244,32.0480496723,34.3224206349,1.2668650794
20.0360923683,32.1385416949,20.0625000247,32.1530849632,22.7599206349,1.1329365079
20.0833333581,32.1809295161,20.0637572075,32.1843750283,2.2311507937,3.2569444444
20.0486111358,32.1989583617,20.0562500247,32.245367353,35.6458333333,1.3958333333
20.0818750232,32.2729166953,20.0666666914,32.2872916985,19.6408730159,1.2073412698
20.067438297,32.302083362,20.1156250249,32.3148980329,4.7509920635,2.4265873016
20.1750000251,32.3216506706,20.232291692,32.3489182972,16.8988095238,1.5109126984
20.2718513507,32.3791666956,20.3906250258,32.4777253203,12.1130952381,1.0634920635
20.5263418342,32.5552083629,20.7989583604,32.6736730657,9.6378968254,1.8759920635
21.093750028,32.7793737752,21.1322916948,32.79233634,4.5793650794,1.6398809524
21.1480794558,32.7854166969,21.273958362,32.7838699801,4.4027777778,5.3224206349
21.4166666957,32.8040342512,21.4760416959,32.8338455452,5.5505952381,2.8333333333
21.5256421528,32.8625000305,21.5135416961,32.8705019241,7.2956349206,0.5575396825
21.5113358137,32.8854166972,21.5937698979,32.9218750307,3.4017857143,5.3402777778
21.706815239,32.9489583641,21.824333454,32.9312500307,0.9603174603,17.1845238095
21.9125000307,32.9112327321,22.0052083643,32.9103127842,1.0257936508,23.9523809524
22.107291698,32.936245085,22.1764561717,32.9291666974,0.9166666667,42.6626984127
22.2281250317,32.9033683226,22.2020833649,32.9102385886,40.0307539683,1.0962301587
22.179971475,32.9010416973,22.321875032,32.8798796828,0.9196428571,47.0357142857
22.4531250324,32.8570641484,22.4766643496,32.8291666971,0.9672619048,61.0188492063
22.4989583659,32.8326389195,22.5635416994,32.8115162338,0.5882936508,57.1041666667
22.6646798157,32.7750000302,22.9020833672,32.6869854718,0.5882936508,54.2242063492
23.1291667012,32.6236956005,23.1406250346,32.551426,0.5158730159,66.498015873
23.1458333679,32.4890057332,23.1766856419,32.4656250292,0.6011904762,64.6091269841
23.1902749664,32.4270833624,23.2549262202,32.2843750287,0.3799603175,52.6785714286
23.3250000036,32.2729166953,23.3201569304,32.2458333619,0.6319444444,30.1795634921
23.3010416702,32.2160764174,23.3472005248,32.2291666951,3.2728174603,0.685515873
23.3803066063,32.2385416952,23.4291666706,32.2009360193,0.5892857143,32.5416666667
23.4979166708,32.1959552595,23.6312500046,32.194791695,0.9087301587,19.003968254
23.7906250051,32.1662280983,23.9218750055,32.1204738118,1.2242063492,40.2083333333
24.0382161514,32.0854166947,24.068750006,32.061591421,1.1577380952,55.6180555556
24.0905340664,32.0354166945,24.1645833396,32.0343989747,1.5704365079,37.1240079365
24.2218750065,32.0211793161,24.2677083399,32.0105424738,1.1666666667,23.5099206349
24.3208333401,32.0176785986,24.3989583404,31.9998676802,0.9156746032,23.2351190476
24.4562500072,32.0130544161,24.494791674,31.9960205659,0.9117063492,26.6974206349
24.5530000809,31.9947916944,24.5302083408,32.0058081084,32.9206349206,1.0654761905
24.5229166741,32.0195816106,24.5649462746,32.0135416945,0.9365079365,34.3740079365
24.5837152856,32.0239583612,24.5958642823,32.0468750279,1.3234126984,0.8650793651
24.6155000075,32.0437500279,24.6187500077,32.0069012333,0.9861111111,16.3849206349
24.6331521817,32.0375000279,24.6625000079,32.025188077,1.0297619048,29.1587301587
24.6885416746,32.0393503568,24.7406250081,32.0636212115,1.4206349206,37.8134920635
24.8208333417,32.0302412566,24.8947916753,31.9959937911,1.005952381,43.5486111111
24.9666666755,31.9795693551,25.012500009,31.9680967789,1.0238095238,43.1031746032
25.0650531138,31.9406250276,25.0708117903,31.8895833607,0.5892857143,44.8621031746
25.0767460405,31.8364583606,25.0564817144,31.8645833606,45.6041666667,0.9236111111
25.0376661556,31.8718750273,25.0824150961,31.7895833604,0.6775793651,49.2777777778
25.1392201466,31.7156250268,25.1606280734,31.6312500266,0.6140873016,48.9156746032
25.1977328486,31.5583333597,25.2666666765,31.5306547888,0.9117063492,30.3293650794
25.3395833434,31.5227530807,25.4156250103,31.5292892421,1.3660714286,10.2212301587
25.4755416776,31.5406250263,25.6675744156,31.5791666931,1.5119047619,6.685515873
25.9010416785,31.6358494985,26.0739583457,31.6083333598,1.0654761905,25.4781746032
26.2437500129,31.5814145034,26.4322916802,31.5349116428,0.7857142857,22.0853174603
26.6250000141,31.5202460366,26.7365428066,31.5135416929,0.6507936508,27.5188492063
26.8125000147,31.4760593485,27.0468750155,31.4135575553,0.7123015873,32.0109126984
27.319791683,31.3783500773,27.3895833499,31.3208333589,0.4851190476,49.0396825397
27.4332375647,31.238541692,27.5625341701,31.2093750252,0.5416666667,26.0277777778
27.6947916842,31.1898972381,27.7781250178,31.2098944393,0.6597222222,7.2837301587
27.850367732,31.238541692,27.8989583516,31.1716212858,0.4285714286,53.9484126984
27.947916685,31.1173202854,28.1680288646,31.1020833582,0.5952380952,28.6438492063
28.3833333531,31.0927597996,28.5208333535,31.0621731188,0.5694444444,37.316468254
28.6524779248,31.0354166913,28.7260416875,31.0019073682,0.4672619048,29.7529761905
28.8145833545,30.992361136,28.977083355,30.9473750279,0.4781746032,37.693452381
29.1114583554,30.8987472094,29.2965740979,30.9302083577,0.7361111111,4.2083333333
29.4475694676,30.9895833578,29.5286666866,31.0250000246,0.7638888889,0.8313492063
