lon,lat,lonmid,latmid,UPWdays,DNWdays
29.6302083571,31.0740680063,29.7736275584,31.1510416917,0.9087301587,0.9216269841
29.8952083575,31.2333333586,29.917708358,31.2333333586,0.5178571429,2.8501984127
29.9218750247,31.2421875253,29.9610416919,31.2770833588,1.4841269841,0.931547619
30.0036458583,31.3010416922,30.1041666919,31.3722222491,0.6438492063,0.4375
30.1843750255,31.4781250261,30.2322916924,31.5536458596,1.0634920635,0.3541666667
30.3072916926,31.6072916932,30.4760416931,31.6125000265,0.3412698413,28.7757936508
30.6177083603,31.6307291932,30.6510416937,31.6447916933,0.4107142857,25.3611111111
30.6979166938,31.6586805833,30.9000000278,31.67239586,0.4007936508,32.7609126984
31.1260416952,31.67708336,31.3031250291,31.6364583599,0.3224206349,44.5386904762
31.4843750297,31.6062500265,31.688541697,31.6067708598,0.3263888889,24.2757936508
31.9083333644,31.6307291932,31.991666698,31.6218750265,0.2827380952,41.3313492063
32.0427083648,31.5937500264,32.2791666989,31.446875026,0.2380952381,39.7827380952
32.5541666998,31.3350446725,32.5651041998,31.3145833589,0.1319444444,34.0763888889
32.5774305887,31.3135416922,32.6442708667,31.2927083588,0.2410714286,20.0902777778
32.7218750337,31.2869791921,32.7813596852,31.3156250256,3.6468253968,0.7380952381
32.8017032989,31.4239583592,32.8625000341,31.4447378138,0.2509920635,24.2242063492
32.9010653757,31.4364583593,32.9156250343,31.4682916941,0.3799603175,17.8898809524
32.9500000344,31.4582947783,32.938541701,31.4306766311,2.2847222222,1.4861111111
32.9135417009,31.4165719964,32.9854167012,31.3905130182,0.2271825397,19.931547619
33.0313859065,31.3843750258,33.0145833679,31.3551666914,0.0525793651,25.3819444444
33.0341747159,31.345833359,33.0600694792,31.3593750257,1.128968254,2.619047619
33.0635417014,31.359926497,33.1145833682,31.351520858,0.2311507937,14.3273809524
33.1531250034,31.3758049529,33.2187500036,31.3892468219,0.1458333333,20.3898809524
33.2875000039,31.3473307533,33.2825520934,31.3125000255,0.0535714286,24.558531746
33.3010030895,31.3291666923,33.3559722267,31.3197916922,0.0674603175,22.2609126984
33.4333333377,31.2927083588,33.439861119,31.2708333587,0.0307539683,21.75
33.4583333377,31.2333017922,33.4916666712,31.244791692,1.0386904762,2.2351190476
33.5070512831,31.2729166921,33.4854166712,31.2994791922,18.6775793651,0.0724206349
33.4641369092,31.3197916922,33.5041666712,31.3058333615,0.0426587302,22.935515873
33.5166666713,31.2684028032,33.5739583381,31.255729192,0.058531746,11.7549603175
33.6354166716,31.2439102853,33.6025641063,31.1895833585,1.1974206349,1.6220238095
33.5812500048,31.1680000238,33.6208333383,31.1673828381,0.0406746032,17.1686507937
33.6597842325,31.153125025,33.6822916718,31.1879123514,4.2678571429,0.4970238095
33.7000000052,31.2242034621,33.7065241283,31.2593750254,1.443452381,1.2222222222
33.7364583386,31.2683114284,33.7583607516,31.2343750253,0.0307539683,24.3015873016
33.7791666721,31.1998541925,33.8062500055,31.2217748662,1.0932539683,1.0942460317
33.8312500056,31.2429888059,33.8466324255,31.2114583586,0.0198412698,23.5714285714
33.8666666724,31.1874863187,33.9062500058,31.236226877,2.9791666667,0.3928571429
33.9463333428,31.2791666921,33.9699919915,31.244791692,0.0109126984,21.0436507937
34.0156250062,31.2326771095,34.0578223336,31.2822916921,1.7232142857,0.4751984127
34.1050694483,31.3156250256,34.1500000066,31.3005787194,0.0367063492,4.0942460317
34.1875000067,31.3322916923,34.2875000071,31.4022727534,0.7708333333,0.8541666667
34.3734375073,31.4968750261,34.4427083409,31.5615489388,0.8174603175,0.5753968254
34.5016666748,31.6364583599,34.6246527867,31.8208333605,1.0128968254,0.3432539683
34.7225160339,32.0239583612,34.8510416755,32.406250029,1.4097222222,0.6468253968
34.9387083423,32.8239583637,34.9940104272,32.8510416971,0.0029761905,6.8055555556
35.0233073005,32.8614583638,35.032451933,32.8927083639,1.8918650794,1.564484127
35.0423611195,32.9572916975,35.0656250096,33.0197916977,1.7103174603,2.4672619048
35.091575302,33.0781250312,35.1528625098,33.1427083647,1.373015873,5.9325396825
35.2039202609,33.2187500316,35.1822916766,33.2289911687,1.9275793651,0.0882936508
35.1781404043,33.2520833651,35.2760416769,33.4490069893,1.1299603175,4.7976190476
35.3913755717,33.6364583663,35.4152007428,33.6718750331,1.1081349206,11.8650793651
35.436932033,33.7093750332,35.4283098628,33.7343750333,1.7013888889,2.9871031746
35.4183318504,33.7531250034,35.4238377303,33.7708333367,1.2896825397,13.3412698413
35.4257025303,33.7843750035,35.4500000108,33.8081466801,0.1478174603,13.5297619048
35.4744214737,33.8270833369,35.4666666775,33.8591186881,0.3204365079,4.1488095238
35.4616750668,33.8937500038,35.5197916777,33.9101985204,0,5.8720238095
35.5739583445,33.9204960352,35.5722999007,33.9375000039,0.1746031746,2.1041666667
35.5648963706,33.9489583373,35.6010416779,33.9767564938,0.0595238095,9.2351190476
35.6239583447,34.0112312614,35.6266904681,34.0427083376,0.1805555556,9.8611111111
35.6385416781,34.0722437693,35.6401913214,34.0937500044,0.253968254,11.9097222222
35.6395751209,34.1135416712,35.6242581847,34.1479166713,0.3204365079,11.8938492063
35.6254992928,34.1875000047,35.6328019438,34.2260416715,0.5158730159,26.4880952381
35.6416666781,34.2605835858,35.6834647588,34.3156250052,0.0942460317,33.1726190476
35.7281250117,34.3543816191,35.7660979158,34.3875000054,0.0238095238,28.0287698413
35.8064980275,34.4197916722,35.7923541784,34.4312500055,0.0763888889,1.4841269841
35.7895833452,34.4466435249,35.7713840352,34.470833339,0.0773809524,1.693452381
35.7562500118,34.4966687344,35.8209692171,34.4812500057,0.0029761905,9.6765873016
35.888146563,34.483333339,35.9365202263,34.5260416725,0.0257936508,28.5148809524
35.9785400515,34.571875006,35.9312500123,34.6027604224,1.8521825397,0.003968254
35.8751583943,34.6333333395,35.8979166789,34.6363766402,0.0188492063,29.1160714286
35.9040684087,34.6572916729,35.8967313342,34.691666673,0.1398809524,9.4285714286
35.8802083455,34.712995556,35.9031250122,34.716796881,0.0198412698,21.4603174603
35.9249395463,34.7322916732,35.9177374606,34.7458333399,0.1418650794,14.7361111111
35.9183535459,34.7656250066,35.8666666788,34.79583334,0.1994047619,0.0238095238
35.8300445613,34.8489583402,35.8370370496,34.8552083402,0.0367063492,0.3303571429
35.8491359019,34.8447916735,35.839367828,34.900000007,0.2083333333,11.810515873
35.8275592395,34.9552083405,35.8645833454,34.9809484723,0.0426587302,27.9662698413
35.8950617067,35.010416674,35.8887118979,35.0375000075,0.2797619048,10.0376984127
35.8826940972,35.0625000075,35.8867592715,35.0770833409,0.1845238095,20.4196428571
35.8849892594,35.0916666743,35.9041666789,35.1272296176,0.0783730159,26.3402777778
35.9196321895,35.1645833412,35.9227387633,35.1958333413,0.2013888889,21.3839285714
35.9272386249,35.2260416747,35.9187500123,35.2539161479,0.2867063492,7.0456349206
35.9082356897,35.2791666749,35.9114583456,35.2933460974,0.2222222222,20.9077380952
35.9073097429,35.3093750083,35.9119052652,35.3416666751,0.193452381,23.9702380952
35.9144960439,35.3781250086,35.8781250122,35.4245931076,0.2103174603,0.4404761905
35.828125012,35.454150399,35.7854166785,35.4785091235,0.1845238095,0.0595238095
35.7466666797,35.5114583423,35.7354166784,35.5089108907,0.1924603175,0.0783730159
35.7385416784,35.5226773136,35.7181172237,35.5583333425,0.2579365079,1.943452381
35.6919273372,35.5739583425,35.7437500117,35.5946626534,0.0287698413,20.9166666667
35.7777766874,35.6312500094,35.7750743601,35.6489583428,0.3005952381,8.7847222222
35.7667788579,35.6593750095,35.8104166786,35.7062955577,0.1696428571,26.6398809524
35.8352897957,35.7718750098,35.8199599702,35.8072916766,0.3392857143,9.3194444444
35.8061710743,35.8385416767,35.8031250119,35.8465407019,0.2271825397,1.314484127
35.8052083453,35.8572458801,35.9010878047,35.9270833436,0.2192460317,23.1984126984
35.97133211,36.0187500106,35.938541679,36.0685606167,0.2797619048,4.8581349206
35.9087517845,36.1250000109,35.8812500122,36.13682147,0.0535714286,0.0972222222
35.8739583455,36.1657151298,35.8510416787,36.2099795017,0.1359126984,0.8472222222
35.818750012,36.2361084805,35.7916666785,36.2745539787,0.191468254,1.2053571429
35.7681957304,36.3197916782,35.9779361389,36.4937500121,0,1.1686507937
36.2072748788,36.6479166793,36.1729166798,36.7312500129,0.1547619048,0.0367063492
36.1363515089,36.8197916798,36.0697916794,36.8707265092,0.0307539683,0.0009920635
36.000622901,36.9135416801,35.9583333457,36.886811308,3.3323412698,0.1061507937
35.9333333457,36.86979168,35.947916679,36.8658192055,0,0.1805555556
35.9681966273,36.8562500133,35.929166679,36.8469494184,0.2172619048,0
35.9053320436,36.8395833466,35.7979166786,36.7447003067,7.8898809524,0.3561507937
35.6790936947,36.6458333459,35.6408192215,36.5895833458,14.7886904762,0.9543650794
35.5906250112,36.5475233217,35.4458333441,36.5141975422,3.0367063492,0.6865079365
35.3145833437,36.5031250122,35.2729166769,36.5182291789,0.1577380952,0.0922619048
35.231336817,36.5343750123,35.1531250098,36.564039867,0.2242063492,0.1160714286
35.0645833429,36.605649053,34.8583333422,36.6915382545,0.0158730159,0.0148809524
34.6449218863,36.7489583463,34.4604166743,36.681425643,2.0972222222,0.1130952381
34.3059066013,36.5864583458,34.1812500067,36.4718361919,0.8601190476,0.0426587302
34.0906250064,36.3597195629,34.0060185198,36.247916678,3.001984127,0.0615079365
33.8874131985,36.1906250112,33.8920070188,36.2395833446,0.1994047619,2.501984127
33.9003541726,36.2937500115,33.8524880151,36.2812500114,2.9007936508,0.060515873
33.8250000056,36.239404677,33.7692875443,36.1781250111,19.7619047619,0.4087301587
33.7048945445,36.1427083443,33.6694417648,36.1489583444,7.8779761905,0.2003968254
33.640625005,36.1775983111,33.6002259089,36.1635416777,19.2271825397,1.9325396825
33.5645833381,36.1174551615,33.5010416712,36.1418002247,14.9206349206,0.2390873016
33.4363983857,36.1354166776,33.3843750042,36.1311832372,15.4533730159,0.1994047619
33.3283319104,36.131250011,33.2478521866,36.1218750109,17.373015873,0.1666666667
33.1447916701,36.1182648734,33.1208333683,36.0903206623,9.5625,0.4186507937
33.0885417015,36.0666968998,33.0208333679,36.0848321753,2.064484127,0.0486111111
32.9472299723,36.0885416775,32.8416667007,36.0386925127,2.8293650794,0.0198412698
32.7812500338,36.0094956252,32.5854166999,36.0791989413,0.7787698413,0.0376984127
32.4072916993,36.1471556543,32.340079785,36.1979166778,0.0545634921,0.0178571429
32.2747277785,36.2739583448,32.1947916986,36.3575506871,0.0248015873,0.0208333333
32.1196259794,36.4395833453,32.0791666983,36.4755912752,0.001984127,0.0168650794
32.0540520771,36.5156250122,31.9760416979,36.5456026651,0.0079365079,0.0069444444
31.8946040988,36.5322916789,31.8718750309,36.5775112502,0.0317460317,0.0297619048
31.8260416975,36.5817196367,31.8322916975,36.5710286585,0.0218253968,0.0902777778
31.8468750309,36.5583767495,31.7547935409,36.5958333458,0.1974206349,0.0694444444
31.6843750303,36.6310725011,31.6421397684,36.6562500126,0.6458333333,0.1021825397
31.57500003,36.6787482319,31.4385671033,36.7333333462,1.4573412698,0.0734126984
31.2958333624,36.791285583,30.9937500281,36.8218183239,2.8244047619,0.0426587302
30.6989583605,36.8722599003,30.6259193605,36.8468750133,0.3025793651,1.5575396825
30.5885416935,36.7892375473,30.5843538405,36.6947916794,1.0823412698,8.6607142857
30.5864583602,36.6053159359,30.5658025501,36.5239583456,3.5615079365,10.4484126984
30.5434857804,36.4552083453,30.5197916933,36.4487103292,2.4107142857,5.3363095238
30.4902960792,36.3989583452,30.5107435477,36.3677083451,0.0089285714,2.7093253968
30.5342393084,36.3385416783,30.4402427375,36.235416678,1.9652777778,2.2619047619
30.4014433146,36.2562500114,30.3254485349,36.2885416781,0.2876984127,0.0009920635
30.2281250257,36.3028444559,30.1656250255,36.2913655708,1.2847222222,0.0803571429
30.1052083586,36.2417442984,30.0020833583,36.2131709673,19.443452381,0.5327380952
29.9135416913,36.202468144,29.8322916911,36.1643508943,18.1488095238,0.2976190476
29.7373911553,36.1208333443,29.7510416908,36.139863976,0.123015873,10.1527777778
29.7645833575,36.1524747822,29.6756152648,36.1385416777,25.3978174603,0.2718253968
29.6197378277,36.1572916777,29.6322916904,36.1759805302,0.1140873016,9.0625
29.6447916905,36.1790095798,29.6209669537,36.1937500112,26.4206349206,0.2609126984
29.5822235643,36.1927083445,29.598958357,36.1968230516,0.1746031746,20.6954365079
29.6062500237,36.2044814313,29.5156250234,36.2049595498,30.1061507937,0.2658730159
29.4427083565,36.2180033093,29.4229166898,36.2257438075,17.8630952381,0.1775793651
29.4078117537,36.2489583447,29.3791697991,36.254166678,2.1517857143,0.0595238095
29.3552083562,36.2261910393,29.2721091051,36.2760416781,11.9464285714,0.1527777778
29.194791689,36.3289479282,29.1385416889,36.3561593775,11.8323412698,0.1746031746
29.1000000221,36.3964104765,29.1218750221,36.4196213336,0.0625,0.1706349206
29.1239583555,36.4380569351,29.1145833554,36.4582850561,2.9970238095,0.1369047619
29.0998640342,36.4718750121,29.1160270906,36.4989583455,0.1517857143,0.1517857143
29.1233600762,36.5333333456,29.0872345116,36.560416679,3.5674603175,0.0396825397
29.0590169965,36.544791679,29.0364583552,36.539204075,3.6408730159,0.0297619048
29.0114583551,36.5490185386,29.0390969259,36.557291679,0.0238095238,3.3313492063
29.0250000218,36.5776839463,29.0377615515,36.6187500125,0.0257936508,1.4484126984
29.0744720302,36.6239583459,29.0729605484,36.6468750126,0.0396825397,0.7013888889
29.0935921939,36.6562500126,29.0435532626,36.6812500127,3.4057539683,0.0476190476
29.0062500218,36.7002428617,28.9822916884,36.713351156,3.5892857143,0.0753968254
28.9447916882,36.7402438791,28.8975197773,36.6927083461,1.3829365079,0.1984126984
28.8615233519,36.658333346,28.8750000213,36.6375586346,0.0634920635,13.8720238095
28.8885416881,36.6621959297,28.9074703561,36.6760416794,0.0367063492,9.2490079365
28.9403965234,36.677083346,28.8802083547,36.6195552956,1.9751984127,0.2202380952
28.8297352389,36.6010416791,28.8239583545,36.6227325018,2.5674603175,0.2787698413
28.8402583312,36.6343750126,28.8198450559,36.6541666793,15.4126984127,0.1607142857
28.7942713964,36.661458346,28.7677083543,36.6891628316,19.9950396825,0.1904761905
28.7156250208,36.7002968004,28.6687500207,36.7047425886,16.25,0.1369047619
28.6163377678,36.7020833461,28.6081660321,36.7281250129,2.5367063492,0.1478174603
28.6105722481,36.768750013,28.5739657944,36.8114583465,9.1398809524,0.1378968254
28.5375000203,36.8019310492,28.5157035019,36.7906250131,10.9474206349,0.0942460317
28.4937500201,36.8062832186,28.4604166867,36.8080050767,8.7073412698,0.1448412698
28.4489583533,36.8532941934,28.4316288073,36.8531250133,10.3244047619,0.0486111111
28.3968750198,36.8404070644,28.4312500199,36.8266845369,0.1071428571,3.7708333333
28.4135416865,36.7901252235,28.3593750197,36.7938722132,10.6349206349,0.1121031746
28.3145833529,36.8021387788,28.2833333528,36.7855330081,10.9027777778,0.1011904762
28.263535436,36.7968750131,28.2753685623,36.7541666796,0.1299603175,7.6339285714
28.3034235759,36.7239583462,28.2395833526,36.7058777735,28.689484127,0.4146825397
28.1770833524,36.6741210118,28.1507551392,36.6416666793,0.6666666667,6.2033730159
28.1270833523,36.6036201211,28.0291666853,36.5583050892,44.6001984127,0.306547619
27.9562562827,36.6031250125,28.0406250187,36.6068317224,0.2430555556,44.6378968254
28.0850906908,36.6500000126,28.0587742073,36.6250000125,2.9712301587,3.3849206349
28.050467864,36.6281250126,28.0226233047,36.664583346,46.9970238095,0.4900793651
27.9631308583,36.6729166794,27.9791666851,36.6967469673,0.5545634921,16.1964285714
27.9979166852,36.7044480055,28.0468750187,36.7212842983,0.3452380952,44.2331349206
28.1094548591,36.7187500128,28.0937500188,36.7360050613,45.3194444444,0.5525793651
28.07757215,36.7468750129,28.1000000189,36.7726469993,0.6666666667,12.2787698413
28.1181052116,36.7906250131,28.0729166854,36.765846074,18.0257936508,0.4365079365
28.039583352,36.7608280781,27.950937164,36.7489583463,38.0119047619,0.3908730159
27.8833333515,36.7517295728,27.8083333513,36.7532223044,47.8234126984,0.4712301587
27.730208351,36.7520867505,27.6937500176,36.6983571157,0.2827380952,19.9523809524
27.6625000175,36.6585353237,27.5812500172,36.6760957231,50.3234126984,0.3283730159
27.503125017,36.6616908264,27.4229166834,36.6670317194,62.1378968254,0.4494047619
27.3625000165,36.6984826495,27.3842969638,36.7062500128,0.2400793651,54.314484127
27.4173533685,36.7156250128,27.4129421803,36.7333333462,64.3343253968,0.6785714286
27.4031250166,36.7428407686,27.4364583501,36.7515485587,1.8115079365,16.3313492063
27.4635416835,36.7672894729,27.4711405632,36.771875013,0.5694444444,68.2013888889
27.478493881,36.753125013,27.5541666838,36.762543678,0.3273809524,44.4533730159
27.6228972796,36.7833333464,27.687407718,36.7958333464,0.4325396825,53.8680555556
27.7802083512,36.7979715976,27.9208333516,36.8085875626,0.3551587302,41.5386904762
28.0479166854,36.8177775901,28.0062500186,36.8270748429,36.6755952381,0.505952381
28.0000000185,36.848556052,28.0208333519,36.8714543079,0.1121031746,17.0228174603
28.0447916854,36.8793855452,28.036458352,36.8926685695,26.7886904762,0.4652777778
28.0187500186,36.9217985006,28.0895833522,36.9434643327,0.2321428571,20.6825396825
28.1637508158,36.9260416802,28.1599257966,36.9312500135,22.8501984127,0.4295634921
28.1520115133,36.9406250136,28.1781250191,36.9562889786,0.0724206349,7.8948412698
28.1921834659,36.9781250137,28.2552401816,37.0114583471,0,0
28.3288425329,37.0375000139,28.2166666859,37.0352435135,12.0257936508,0.2063492063
28.1140189023,37.0260416805,28.114141433,37.0083333471,13.8561507937,0.2777777778
28.0976646827,37.0166666805,27.9593750184,37.011299345,12.5972222222,0.2331349206
27.8166666846,37.0013448521,27.7343750177,36.9886478517,47.4821428571,0.4375
27.6582181664,36.9822916804,27.6250000173,36.9756954042,51.7351190476,0.5267857143
27.5779178677,36.9875000137,27.5937500172,36.9824250354,0.5446428571,56.8462301587
27.6057640822,36.9697916803,27.5520833504,36.9775994503,52.0426587302,0.5367063492
27.4945312671,36.9822916804,27.4960613767,36.9729166803,0.6646825397,62.7926587302
27.4874736679,36.9552083469,27.4457667031,36.9656250136,65.6666666667,0.6101190476
27.4207816542,36.9979166804,27.4479166834,36.9932675239,0.4841269841,66.685515873
27.4774966431,36.9875000137,27.4427083501,37.0117836692,18.4751984127,0.3988095238
27.4093750167,37.0105302375,27.3468750165,37.0129786175,0.1775793651,1.4017857143
27.2895833496,36.9478034558,27.2517934668,36.9697916803,64.9632936508,0.6924603175
27.2291666827,37.0001905628,27.23357802,36.9968750137,0.5466269841,68.1617063492
27.2410760804,36.9843750137,27.2218750161,36.9866343043,64.5267857143,0.5535714286
27.193750016,36.9890345407,27.2101358857,37.0125000138,7.5009920635,0.3869047619
27.2322916828,37.0257707265,27.2218750161,37.0549342245,45.380952381,0.8998015873
27.2052083493,37.0762110682,27.2461678111,37.087500014,0.3323412698,15.0873015873
27.2604166828,37.1063031253,27.2760416829,37.1483592188,0.4930555556,7.9761904762
27.3181350886,37.1479166809,27.3497639959,37.1739583476,0.1974206349,16.751984127
27.3760416832,37.1579222414,27.4062500166,37.1452212344,0.4136904762,28.4474206349
27.4668182745,37.0916666807,27.506250017,37.111811389,0.1994047619,0.0505952381
27.544934913,37.1427083475,27.5023516058,37.1333333475,0.2053571429,0.1091269841
27.4666666835,37.120980377,27.4885416836,37.1637622694,0.4474206349,0.0575396825
27.5322916837,37.1720000152,27.525000017,37.1864512774,14.9325396825,0.3918650794
27.512500017,37.1984011774,27.5383218828,37.2083333477,0.064484127,5.2549603175
27.5614995462,37.2229166811,27.5177083503,37.2200608512,0.1527777778,0.1130952381
27.4874630035,37.2020833477,27.4931893551,37.2281250145,5.6240079365,0.3224206349
27.499683944,37.2520833479,27.4750000169,37.2489338379,2.5357142857,0.0863095238
27.4502896782,37.2510416812,27.4645833502,37.2835416815,1.9930555556,0.1795634921
27.4816869785,37.3135416814,27.40833335,37.2963664073,4.8462301587,0.1021825397
27.3625000165,37.2760269753,27.3722906312,37.3041666814,7.753968254,0.3263888889
27.3843750166,37.3307739923,27.3523167525,37.3197916814,0.126984127,0.6805555556
27.3064601002,37.3229166814,27.2447916828,37.3263364926,30.2658730159,0.4543650794
27.1895833493,37.3609669962,27.2031284202,37.3947916817,38.9017857143,0.8422619048
27.2114919515,37.4302083485,27.1708333492,37.4655506104,60.1279761905,0.9444444444
27.1551628394,37.5208333487,27.1125000157,37.6229499271,34.751984127,0.3908730159
26.9968750153,37.6470151228,27.001041682,37.6706585729,52.4126984127,1.1051587302
27.007291682,37.6871340811,26.9520833485,37.6788400582,5.6349206349,6.6597222222
26.8930754116,37.6500000158,26.8295504537,37.6333333491,18.3363095238,2.1775793651
26.7843750147,37.638161337,26.7593750146,37.6786341597,69.7261904762,0.9027777778
26.7083333477,37.703576742,26.6187500141,37.6798444795,37.9375,0.5119047619
26.5661570081,37.7260416827,26.6443062972,37.7791666829,27.5198412698,1.0208333333
26.7479166812,37.8148662714,26.8986482711,37.7822916829,0.0694444444,9.556547619
26.9969979587,37.7937500163,27.0281250154,37.7774214861,0.0009920635,2.3244047619
27.0729166822,37.7753426696,27.0524862033,37.7604166828,0.0297619048,0.505952381
27.0329944505,37.7520833495,27.0510416822,37.7335599082,0.0803571429,14.7906746032
27.0742060416,37.7166666827,27.0416666821,37.7021742882,0.994047619,0.8134920635
27.024958215,37.690625016,27.1093750157,37.6856754615,0.056547619,1.8055555556
27.200000016,37.7124338594,27.2447621318,37.7427083495,1.751984127,0.1418650794
27.2615483119,37.797916683,27.2395833494,37.8198586474,5.1765873016,0.0734126984
27.2207389387,37.8468750165,27.2562015214,37.8739583499,1.8055555556,0.1438492063
27.2625389903,37.9447916834,27.2250000161,37.980456453,5.8531746032,0.060515873
27.1781250159,37.9784301707,27.0677083489,38.0144064632,11.1726190476,0.1537698413
26.9614583486,38.0654909103,26.9166666817,38.0553532442,0.1597222222,3.7430555556
26.8947817133,38.025000017,26.8574794874,38.0302083504,36.0416666667,0.7132936508
26.8449188174,38.0822916839,26.7697916813,38.1599513495,39.4057539683,0.7797619048
26.6562500142,38.1994798202,26.6313539708,38.1468750174,1.3462301587,57.7509920635
26.6031250141,38.0996391319,26.5708219373,38.1281250174,42.7490079365,0.8174603175
26.5292429716,38.1250000173,26.5178761832,38.1510416841,62.9712301587,1.8998015873
26.5130560915,38.1718750175,26.3802083467,38.2273760098,19.3045634921,0.4910714286
26.2230404845,38.2770833512,26.1760416794,38.2803266479,1.2301587302,2.8928571429
26.1229166792,38.2778830145,26.1187500125,38.2383945563,1.310515873,57.6904761905
26.0906250124,38.2023422448,26.0321299951,38.1718750175,0.8988095238,38.5456349206
25.9967528054,38.1489583508,25.9333333453,38.1859076048,44.8244047619,0.6636904762
25.8833333451,38.2223559786,25.874528198,38.2354166844,28.7767857143,0.4990079365
25.861458345,38.2430744149,25.9041802214,38.2927083512,28.3660714286,0.8244047619
25.9617250118,38.3041666846,25.9498620194,38.3135416846,32.8055555556,0.625
25.9389337038,38.3197916846,25.9760416787,38.3357748981,43.2777777778,1.248015873
25.9864195601,38.3718750181,25.9611066998,38.3979166849,51.9017857143,1.3025793651
25.9503051765,38.4312500183,25.8780933018,38.4791666851,40.1825396825,0.9682539683
25.8250000116,38.552154274,25.9031250118,38.592850851,12.9841269841,0.6954365079
26.0052083455,38.6064205256,26.1468750126,38.5693300114,0.5198412698,13.8779761905
26.299838545,38.4958333519,26.2541666796,38.4971617693,10.1299603175,0.5148809524
26.1947916794,38.5166777671,26.1649907922,38.527083352,0.9890873016,45.1617063492
26.1468750126,38.4792052105,26.1443511508,38.4000000182,1.3611111111,57.5952380952
26.1802372818,38.3145833513,26.2324370293,38.3031250179,10.5863095238,0.3373015873
26.2794435495,38.3427083514,26.2974546502,38.3947916849,0.4751984127,23.5724206349
26.3510416799,38.3417223461,26.4041666801,38.3494742711,16.8115079365,0.2599206349
26.4510967951,38.3791666848,26.454589199,38.3895833515,54.4712301587,1.5525793651
26.4510416803,38.4138241088,26.4812500137,38.4225858026,0.3938492063,8.7023809524
26.5041666804,38.4301757213,26.4697916803,38.4521656719,23.998015873,0.7023809524
26.4273339732,38.4677083518,26.4086199431,38.444791685,0.4345238095,33.4712301587
26.3885837349,38.4531250184,26.3982249957,38.4760416851,47.5922619048,1.3472222222
26.4031250134,38.4936334063,26.3643644121,38.5510416854,53.5932539683,1.6656746032
26.3498895662,38.643750019,26.4077278344,38.6791666858,18.2827380952,2.7926587302
26.4729166803,38.6777233126,26.5635416806,38.6071638445,1.1011904762,45.0803571429
26.6541666809,38.5046627188,26.691666681,38.5243654399,28.3422619048,0.7351190476
26.7179246683,38.5447916854,26.7395833478,38.5032407617,0.8214285714,39.7728174603
26.7510948799,38.4604166851,26.6833333477,38.4603219886,1.9613095238,0.8323412698
26.6125000141,38.4473113916,26.6251318299,38.4135416849,0.6795634921,34.4652777778
26.6576593245,38.3875000182,26.6786123177,38.4177083516,29.9107142857,0.7946428571
26.7093750144,38.443255109,26.7610835056,38.4187500183,0.1478174603,13.5188492063
26.8012583193,38.4218750183,26.8008212602,38.3989583516,0.8888888889,41.7251984127
26.804137585,38.3750000181,26.9104166817,38.3881225156,4.0168650794,0.3025793651
26.9791666819,38.4177673134,26.8885416817,38.4423014509,16.5753968254,0.3521825397
26.8229166814,38.4957386527,26.8052083481,38.5321136787,31.5009920635,0.9275793651
26.7880247061,38.5666666854,26.7531250146,38.6087301777,27.4712301587,0.8482142857
26.7188982667,38.653125019,26.7156250144,38.6811250772,42.1349206349,1.2648809524
26.7044116336,38.7104166859,26.8166666814,38.7599598147,11.8869047619,1.9087301587
26.9263110045,38.7687500194,26.906250015,38.7951545619,33.869047619,1.0892857143
26.8891939402,38.8229166862,26.9670339565,38.848958353,26.1339285714,0.7361111111
27.0332272073,38.9020833532,26.9385416818,38.9189048185,2.2658730159,6.8323412698
26.8479166815,38.9241784791,26.794973897,38.9552083533,28.1478174603,1.0238095238
26.7700508023,39.0145833535,26.8218750148,39.0465654576,28.6726190476,0.8501984127
26.8763918215,39.0781250204,26.8293750155,39.1104166872,8.2212301587,0.6736111111
26.7896701549,39.1270833539,26.7406250145,39.1676136554,14.7420634921,0.744047619
26.6900545791,39.2166666875,26.6385416809,39.2581043352,0.4543650794,0.2767857143
26.5708333473,39.2767383019,26.5840700861,39.2989583544,19.5734126984,0.4890873016
26.590625014,39.3249407396,26.5479166806,39.3197916878,0.1051587302,15.5992063492
26.5208333471,39.3169753297,26.5562500139,39.3389056438,15.4990079365,0.1706349206
26.571875014,39.3703249813,26.695922002,39.3875000214,8.685515873,0.5406746032
26.7923702976,39.4156250215,26.8156250148,39.443485427,14.4662698413,0.4345238095
26.8446913378,39.4531250216,26.906250015,39.4875843675,25.4007936508,0.2678571429
26.9333333485,39.5585937732,26.694791681,39.5464923689,0.2609126984,15.5158730159
26.4399192689,39.5072916884,26.2526315916,39.4604166883,0.2728174603,11.1329365079
26.0642430989,39.4718750217,26.0760416791,39.5300858063,44.7301587302,0.931547619
26.0904567432,39.5854166887,26.1229166792,39.6097785997,37.9672619048,0.6845238095
26.1411521212,39.6479166889,26.1492669882,39.6562500222,47.6259920635,1.2757936508
26.1528563475,39.6864583557,26.1375000126,39.7369562114,40.1597222222,1.5188492063
26.1062500125,39.7692434431,26.1244485413,39.7822916893,44.7926587302,1.1577380952
26.1362318996,39.8010416894,26.1197916792,39.8177662277,18.8948412698,1.2817460317
26.1030363582,39.8291666895,26.0931229896,39.802083356,1.2857142857,52.5456349206
26.0760416791,39.78044998,25.9958333455,39.8063365147,4.9543650794,1.5386904762
25.9290253091,39.8427083562,25.9479166786,39.8662056237,44.755952381,1.3075396825
